bedrooms,bathrooms,toilets,description,location,spec_location,price,estate_flag,terrace_flag,new_flag,serviced_flag,locationbed,estate_price,serviced_price,location_rank,new_price,exec_flag
2,2.0,3.0,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos ... New. Supermarket Nearby. Pop Ceiling. All Room Ensuit. 24 Hours Security. Security. Restaurants Nearby. Water Treatment. Street Lights. Parking Space. Security Doors. ...,yaba,akoka yaba lagos,900000.0,1,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
3,3.0,3.0,3 Bedroom with 3 toilets 2 baths in a block of 4flats..it in a serene & gated environs with car park at Onike Sabo Yaba 1.4m Asking a year. Easily accessible to the island In a serene ... ...,yaba,close to sabo onike yaba lagos,1400000.0,1,0,0,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
2,2.0,3.0,"A lovely and nice well finished 2bedroom flat in sabo yaba with all rooms ensuit,visitors toilet,water heater in each room,dinning section,car park,fitted pop finishing,well tiled,well fitted wardrobes in each rooms,well fitted kitchen cabinet with kitchen ... New. Cheap. Pop Ceiling. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Street Lights. Parking Space. Security Doors. ...",yaba,off commercial avenue sabo yaba lagos,1500000.0,1,0,1,1,yaba2,800000.0,1000000.0,22,1000000.0,2
1,1.0,1.0,"Big and Serviced Selfcontain Apartment. 3D Wall, Tiles, Borehole Water, Water Heater, Kitchen Cabinet, Car Park. Up Floor with very good View. Location: yaba. Rent: N300,000.00 Service Charge: N382,210.00 Caution Fee: N50,000.00 Legal Fee: N70,000.00 Agency Fee: N70,000.00 Total= N872,210.00 *But You Can Spread Your ... ...",yaba,yaba lagos,872210.0,1,0,1,1,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,Decent mini flat for sale in a good location of Yaba. ... ...,yaba,yaba lagos,6500000.0,1,1,1,1,yaba1,450000.0,600000.0,12,600000.0,4
1,1.0,1.0,Miniflat 500k at jibowu close to waec office easily accessible to the island and can connect to ikorodu road Total package 750k With car park in a close ... ...,yaba,close to waec office jibowu yaba lagos,500000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,0.0,0.0,"VERY DECENT ROOM SELF CONTAIN, FULLY TILED, POP CEILING @ IWAYA, YABA RENT: #350,000 P/A ... New. Supermarket Nearby. Drainage System. Pop Ceiling. All Room Ensuit. Big Compound. Security. Restaurants Nearby. Security Doors. ...",yaba,iwaya yaba lagos,350000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"Mini-flat apartment, A baronial building carefully built in a conducive and habitable environment. With p.o.p ceiling, prepaid meter. Interlocking compound. Security door, nice kitchen shelf, ample parking. Security. Gated.one year required ... ...",yaba,yaba lagos,500000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"Nice Mini flat with Prepaid Meter, Borehole Water, POP, Car Park,Security. Rent: 500k Legal: 10% Agency.: 10% Refundable Caution: 100k Maintenance: 120k per annum. ... ...",yaba,yaba lagos,500000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,2.0,1 bedroom mini flat Mini flat Flat / Apartment for rent Jibowu Yaba Lagos ... New. Renovated. Supermarket Nearby. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,yaba,#NAME?,450000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,1 bedroom mini flat Self Contain Flat / Apartment for rent Onike Yaba Lagos ... Renovated. Supermarket Nearby. 24 Hours Security. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,yaba,onike yaba lagos,400000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
2,2.0,3.0,2 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos ... New. Supermarket Nearby. Pop Ceiling. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,yaba,#NAME?,800000.0,0,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
1,1.0,1.0,"Newly built mini flat fence round with gate security wise car park Akoka, 550k per year but 500k can fly Bungalow In a calm environment All tiled Easily accessible to the island from oworosoki or through ... ...",yaba,akoka yaba lagos,500000.0,1,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
2,2.0,2.0,A very clean miniflat 600k A year and half required With car park Kitchen cabinet 3rd floor Easily accessible to the island ... ...,yaba,.. alagomeji yaba lagos,600000.0,0,0,0,0,yaba2,800000.0,1000000.0,22,1000000.0,1
2,2.0,2.0,Newly built 2bedroom at Onike Pay and parking apartment Good road network Constant water and power supply Prepaid meter available Accessibility to the island Spacious parking space All room en-suite Secured environment. ... New. Furnished. 24 Hours Electricity. All Room Ensuit. Big Compound. 24 Hours Security. Security. Parking Space. Security Doors. ...,yaba,johnson onike yaba lagos,800000.0,0,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
1,1.0,1.0,A very clean miniflat @ yaba close to Herbert Macaulay way Ground floor With no car park Borehole Spacious enough 400k annual rent Easily accessible to the island Legal 80k Agency 80k Caution 30k ... ...,yaba,abule ijesha yaba lagos,400000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
3,3.0,2.0,"A very clean 3bedroom 750,000 Relatively new with wardrobes Kitchen cabinet All rooms tiled in a gated and serene environment With car park Easily accessible to the island Water heater as well ... ...",yaba,morrocco axis jibowu yaba lagos,750000.0,0,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,1
1,1.0,1.0,A newly renovated miniflat @ 500k and 2bedroom 700k Respectively in a spacious compound with car park Easily accessible to the island Miniflat 500k Legal 100k Agency 100k Caution 50k Only Yoruba tenant required ... ...,yaba,morrocco axis jibowu yaba lagos,500000.0,1,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
3,3.0,4.0,"Brandnew 8 units of 3bedroom flats, all rooms ensuite with a visitors toilet.. Location: Adekunle Yaba Facility: 1) elevator 2) standby generator 3) Perimeter fencing 4) Fire extinguisher 5) Lawmer waste bin Service charge yet to be determined. Price: 1.8m ... New. All Room Ensuit. Elevator. Security. ...",yaba,adekunle yaba lagos,1800000.0,1,0,1,1,yaba3,1300000.0,1800000.0,30,1800000.0,2
1,2.0,2.0,"Itâs a newly built apartment of more than 10 Units of Miniflat. (Parlor, Room Toilet and Kitchen) It is 98% completed. Accessible to the road we are selling to does who desire to invest in real estate but ... New. Pop Ceiling. 24 Hours Electricity. Big Compound. 24 Hours Security. Security. Street Lights. Parking Space. Security Doors. ...",yaba,sabo yaba lagos,4200000.0,1,1,1,1,yaba1,450000.0,600000.0,12,600000.0,4
1,0.0,0.0,Lovely and spacious one room self contain at Alagomeji yaba. Rent is 400k per annum and total package is 630k serious person only should . ... ...,yaba,by sweet sensation alagomeji yaba lagos,400000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,2.0,"*JUST OUT!!!* *MINI FLAT TO LET IN AROWOJOBE* A very neat and spacious mini flat *@Awopetu Street, off Modupe* (2 toilets, 1 bath, a big kitchen, 2 exit doors and a courtyard) *600k P.A* ... ...",yaba,fola agoro yaba lagos,600000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,1 bedroom mini flat Mini flat Flat / Apartment for rent Onike Yaba Lagos ... New. Renovated. Supermarket Nearby. Security. Restaurants Nearby. Street Lights. Parking Space. Security Doors. ...,yaba,onike yaba lagos,450000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
2,2.0,2.0,"Newly built and spacious 2bedroom flat all rooms ensuite, adequate electricity, security, located in a serene environment at Sabo Yaba, Lagos.# 1.5m pa. Working class ... ...",yaba,#NAME?,1500000.0,1,0,1,1,yaba2,800000.0,1000000.0,22,1000000.0,2
2,3.0,3.0,Be a Landlord in the heartbeat of Lagos! Backup Property Consult offers affordable long lease apartments for people who desire to be landlords but donât have the funds to buy land and build houses. Our ... New. All Room Ensuit. Street Lights. Security. 24 Hours Security. 24 Hours Electricity. ...,yaba,off bornu way adekunle yaba lagos,7000000.0,1,1,1,1,yaba2,800000.0,1000000.0,22,1000000.0,4
2,2.0,2.0,A very clean 2br apartment at AKOKA extension 2t2b good packing space 550k ... Dry. Furnished. Old. Water Treatment. Big Compound. ...,yaba,a very clean 2br apartment at akoka extension 2t2b good packing space 550k akoka yaba lagos,550000.0,0,0,0,0,yaba2,800000.0,1000000.0,22,1000000.0,1
3,3.0,4.0,"A lovely and nice well finished 3bedroom flat in yaba akoka with all rooms ensuite and visitors toilet,water heater in each toilet and bathrooms,car park,well fitted pop finishing,well fitted lovely kitchen cabinet with water heater ... New. Security Doors. All Room Ensuit. Street Lights. Pop Ceiling. Parking Space. Security. Big Compound. 24 Hours Security. 24 Hours Electricity. ...",yaba,chemist bus stop akoka yaba lagos,1200000.0,0,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,2.0,2.0,"3bedroom ensuite with extra toilet and a visitor's toilet upstairs with a car space @ chemist, Akoka. #800k only. 1yr Easily accessible to the island In a gated and serene environment With car park Prepaid meter Upstairs ... ...",yaba,akoka yaba lagos,800000.0,0,0,0,0,yaba3,1300000.0,1800000.0,30,1800000.0,1
1,1.0,1.0,"Nice Mini flat with Prepaid Meter, Borehole Water, POP, Car Park,Security. Rent: 500k Legal: 10% Agency.: 10% Refundable Caution: 100k Maintenance: 120k per annum. ... ...",yaba,yaba lagos,500000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"A well-appointed apartment carefully built in a conducive and habitable environment. A room self-contain service apartment, Price 300k rent. ... ...",yaba,yaba lagos,300000.0,0,0,0,1,yaba1,450000.0,600000.0,12,600000.0,1
3,3.0,3.0,Brand new 3 bedroom Obadiah off community road Akoka 1m yearly Agreement 10% Commission 20% Caution 50 Total #1350.000 Wardrobes in all rooms Painted Pop ceiling Kitchen cabinet All tiled with guest toilet ... ...,yaba,akoka yaba lagos,1000000.0,0,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,1
0,1.0,1.0,"Lovely Newly Build Roomself Contained Off Herbert Macaulay Way Close to Adekunle Easy access to the Island It comes with Kitchen Cabinets, Water, Security guards and has easy access to Island. Rent: 350,000 per annum 1year rent For Inspection ... New. Security. Street Lights. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,glover ebute metta yaba lagos,350000.0,0,0,1,0,yaba0,,,7,,1
3,3.0,4.0,"A Lovely Spacious 3 Bedroom Flat Ensuite Very Spacious Bedrooms 4 toilets 3bathrooms Rent: 1.5m per annum a year and half rent For Inspection please call; Sunday; The Property Concession Company 07051590841, 08024772756 ... Old. Renovated. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Parking Space. Supermarket Nearby. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,in an estate onike yaba lagos,1500000.0,1,0,0,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,3.0,4.0,"A Lovely Neat 3 Bedroom Flat Ensuite Ground Floor At Akoka. Ensuites with 4 toilets and 3 bathrooms. Wardrobes, Kitchen Cabinets, water, car park, Fenced round with gates. A gated environment with security. Rent: 1.2m For Inspection please ... Renovated. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Parking Space. Supermarket Nearby. Pop Ceiling. 24 Hours Security. Security Doors. Big Compound. ...",yaba,off chemist busstop akoka yaba lagos,1200000.0,0,0,0,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
1,1.0,1.0,"A brand new miniflat in a good environment. Easy access to the island and it's a very big apartment. Spacious, new, neat, water etc. Rent: 500k and 2yrs rent required For inspection call; Sunday ... Cheap. New. Security. Street Lights. 24 Hours Security. Security Doors. Big Compound. ...",yaba,off herbert macaulay ebute metta yaba lagos,500000.0,1,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
4,5.0,5.0,A Lovely 4 Bedroom Terraced Duplex in an Estate and it comes with Services Rent3.2m but 3m can fly. Service Charge: 30k per month except power. Covering security Cleaning etc. ... Old. Serviced. All Room Ensuit. Street Lights. Restaurants Nearby. Children Play Ground. Pop Ceiling. Cctv Cameras. Security Doors. Big Compound. Child Care. Security. Parking Space. Supermarket Nearby. Jacuzzi. Church Nearby. ...,yaba,silvercrest estate onike yaba lagos,3200000.0,1,1,1,1,yaba4,2000000.0,3000000.0,47,3000000.0,3
4,4.0,5.0,"4 Bedrooms duplex for rent at Sabo Yaba - Lagos Rent: N3,000,000 Donât miss this offer, call now; APRO GLOBAL REAL ESTATES Web:[emailÂ protected] com.ng. Tel: 01-7620139 Mobile: 080-51-595-336,080-29-481-639 070-63-822-217, 070-82-974-088 ... Security. Parking Space. Supermarket Nearby. ...",yaba,sabo yaba lagos,3000000.0,1,1,0,0,yaba4,2000000.0,3000000.0,47,3000000.0,3
1,2.0,2.0,"A Spacious Lovely Standard Miniflat Water, Security, Prepaid meters, fenced round with gates Gated environment Rent:600,000 p.a A year and half rent required Service charge: 100,000k For inspection please call; Sunday; The Property Concession Company ... Old. Renovated. All Room Ensuit. Security. 24 Hours Electricity. Parking Space. Pop Ceiling. 24 Hours Security. Security Doors. Big Compound. ...",yaba,off herbert macaulay way yaba lagos,600000.0,1,0,0,1,yaba1,450000.0,600000.0,12,600000.0,1
0,1.0,1.0,"Lovely Newly Build Roomself Contained Off Herbert Macaulay Way Close to Adekunle Easy access to the Island It comes with Kitchen Cabinets, Water, Security guards and has easy access to Island. Rent: 300,000 p.a 1year rent and half rent For ... New. Security. Street Lights. Parking Space. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,off herbert macaulay way ebute metta yaba lagos,300000.0,0,0,1,0,yaba0,,,7,,1
3,3.0,4.0,A Lovely 3 Bedroom Semi-detached Duplex with bq Its in an Estate called Heliconia Estate off Herbert Macaulay Way. A secured residential estate in a secure environment It has parking space and comes with 4 toilets ... Serviced. Renovated. All Room Ensuit. Swimming Pool. Boys Quater. 24 Hours Electricity. Children Play Ground. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Front Desk Service. Security. Parking Space. Drainage System. 24 Hours Security. ...,yaba,heliconia court jibowu yaba lagos,3000000.0,1,1,1,1,yaba3,1300000.0,1800000.0,30,1800000.0,3
0,1.0,1.0,"Good Standard Roomself Contain in Onike Yaba. toilet and bathroom, In a good and serene environment water, fenced round with gate,gated, security Rent: 300,000 p.a 1 yr rent For Inspection; Sunday; The Property Concession Company [redacted], [redacted] ... Cheap. New. Mosques Nearby. Security. Street Lights. Restaurants Nearby. Parking Space. Supermarket Nearby. 24 Hours Security. Security Doors. Big Compound. ...",yaba,roundabout onike yaba lagos,300000.0,0,0,1,0,yaba0,,,7,,1
1,2.0,2.0,"A Good Miniflat with prepaid Meter. It's at Adekunle and has easy accessibility to the island. Rent: 500,000 A year and half Ror inspection please call; Sunday, The Property Concession Company ... Old. Renovated. Cheap. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Supermarket Nearby. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,adekunle street adekunle yaba lagos,500000.0,1,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
3,3.0,4.0,"Office Space 3 Bedroom Brand New Spacious and serviced Good access road and easy accessibility. Strictly commercial use. Rent: 2m p.a Service Charge: 840,000 (Diesel, Power, 24 Hours Security, Waste disposal) For Inspection please call; Sunday, The Property ... Furnished. Serviced. New. All Room Ensuit. Office Supplies. 24 Hours Electricity. Street Lights. Restaurants Nearby. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Front Desk Service. Security. Parking Space. Supermarket Nearby. 24 Hours Security. ...",yaba,ozone environment sabo yaba lagos,2000000.0,1,0,1,1,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,4.0,4.0,"A Newly Built 3 Bedroom Flat Ensuite To Let at Adekunle Yaba. Its off Herbert Macaulay Way Adekunle. A secured environment It has parking space and comes with 4 toilets and 3 bathrooms. pop, well finished, ... Serviced. New. All Room Ensuit. Street Lights. Parking Space. Children Play Ground. 24 Hours Security. Security Doors. Big Compound. ...",yaba,.. adekunle yaba lagos,2000000.0,1,0,1,1,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,3.0,3.0,"A Lovely 3 Bedroom Semi-detached Duplex with bq A Spacious house and its good for either residential or commercial use. It has parking space and comes with 3 toilets and 3 bathrooms. pop, well finished, fenced ... Old. Renovated. Security. Pop Ceiling. 24 Hours Security. Security Doors. ...",yaba,off queens street alagomeji yaba lagos,2000000.0,1,1,1,1,yaba3,1300000.0,1800000.0,30,1800000.0,2
1,2.0,2.0,"A Newly Built Spacious Miniflat at Alagomeji Spacious Sitting, Water, Well tiled Easy access to road and island. Rent: 800 per annum For inspection please call; Sunday The Property Concession Company ... New. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Parking Space. 24 Hours Security. Security Doors. Big Compound. ...",yaba,off herbert macaulay way alagomeji yaba lagos,800000.0,1,0,1,1,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"A well-appointed apartment carefully built in a conducive and habitable environment. A room self-contain service apartment, Price 300k rent. ... ...",yaba,yaba lagos,300000.0,0,0,0,1,yaba1,450000.0,600000.0,12,600000.0,1
2,3.0,3.0,"2 Bedroom Flat Ensuite Lovely and Newly Build Close to Costain and has easy access to the Island It comes with Kitchen Cabinets, Water, Security guards and has easy access to Island. Rent: 800,000 p.a 1year rent ... Cheap. New. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Parking Space. Supermarket Nearby. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,close to costain ebute metta yaba lagos,800000.0,0,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
1,2.0,2.0,"A SPACIOUS,newly renovated,well ventilated and well put together Room and Parlour Mini-Flat, in a neat,fenced round with gate with car park building.Situated in one of the prime,safe by GOD Permission areas within Yaba(Akoka),with good proximity ... Renovated. Parking Space. ...",yaba,"adjacent unilag,not far from hebert macaulay expressway akoka yaba lagos",450000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,Newly Built Fully Serviced Mini flat in a serene area off Tejuosho road . ... New. 24 Hours Security. Big Compound. ...,yaba,off tejuosho road tejuosho yaba lagos,500000.0,1,0,1,1,yaba1,450000.0,600000.0,12,600000.0,1
3,1.0,1.0,"A Spacious, well put together, Neat and affordable 3 Bedroom Flat (Partitioned) OFFICE SPACE, well ventilated, in a neat Storey building(s) fenced round with gates. Located in a peaceful/quiet and commercial/business part of Akoka, Yaba ... C Of O. Security Doors. ...",yaba,adjacent unilag akoka yaba lagos,750000.0,0,0,0,0,yaba3,1300000.0,1800000.0,30,1800000.0,1
4,4.0,5.0,"An Executive Modern Ensuites Serviced 4bd Duplex + Bq @ Grace Court Estate, Semi-Detached Duplex, @ Adekunle, Yaba, Lagos, very close to 3rd mainland bridge, fenced round with gate and ample parking space, with a ... ...",yaba,"grace court estate, off herbert macaulay way, adekunle yaba lagos",4000000.0,1,1,1,1,yaba4,2000000.0,3000000.0,47,3000000.0,4
1,1.0,1.0,"Easy access in from sabo and Adekunle, very close to the road, market and third mainland bridge 2years rent required ... New. Dry. Drainage System. Fast Internet. Pop Ceiling. ...",yaba,makoko adekunle yaba lagos,380000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,A sharp and Newly built mini flat fence round with gate and a car park in Akoka ... New. Renovated. Parking Space. All Room Ensuit. Security. ...,yaba,akoka yaba lagos,550000.0,1,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
2,2.0,2.0,A Newly built 2 bedroom apartment with a carpark and 2 toilets in a good environment In onike yaba. ... New. Parking Space. ...,yaba,onike yaba lagos,900000.0,1,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
1,1.0,1.0,A well-appointed apartment carefully built in a conducive and habitable environment.modest home luxurious interior. Call and whatsapp. One year required ... ...,yaba,fola agoro fola agoro yaba lagos,350000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"A well-appointed apartment carefully built in a conducive and habitable environment. Pleasant to spend time in, call and whatsapp. One year required. Preferably lady only. ... ...",yaba,"akoka, akoka, akoka yaba lagos",270000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"A lovely luxury Mini flat @ yaba by western avenue by surulere yaba Lagos. furnished with pop fitting an kitchen cabinet good road network constant electricity secure environment proximity to vi Cms ikoyi marina ikeja apapa warf, sabo ... ...",yaba,western avenue by surulere jibowu yaba lagos,450000.0,0,0,1,0,yaba1,450000.0,600000.0,12,600000.0,1
3,2.0,2.0,"This are newly renovated penthouse 3 bedroom flats on the 4th floor in a gated compound with round view balcony, large parlor and spacious bedrooms, kitchen and store and spacious compound for your car to ... ...",yaba,off iwaya road iwaya yaba lagos,800000.0,0,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,1
1,1.0,1.0,"A decent miniflat, upstairs with balcony and steps exclusively for you In a serene environment ... Furnished. Big Compound. Water Treatment. Street Lights. ...",yaba,.. yaba lagos,300000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"This facility comes with a well fitted kitchen , an Ac in the rooms , a window blind , tastefully finished toilet . This facility is CCTV protected with a close proximity to the prestigious university ... Serviced. New. All Room Ensuit. Water Treatment. Drainage System. Security Doors. Security. Pop Ceiling. Parking Space. ...",yaba,ameen street abule oja yaba lagos,600000.0,1,0,1,1,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"Very decent and well mentained roomself contain with easy access to the island and mainland, borehole water, tiled, kitchen cabinet. ... ...",yaba,off herbert macaulay ebute metta adekunle yaba lagos,250000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
1,1.0,1.0,"Very clean room self contain at Abudu street, Abule oja, 300k per annum, total package is 450k. Pictures available on request. ... ...",yaba,.. abule oja yaba lagos,300000.0,0,0,0,0,yaba1,450000.0,600000.0,12,600000.0,1
3,3.0,4.0,"Newly built pop finished 3 bedroom flat located close to pako bus stop in Akoka , yaba. Up flat 1.5m Down flat 1.3m ... Dry. New. All Room Ensuit. Pop Ceiling. Restaurants Nearby. Drainage System. Security. Security Doors. Big Compound. Parking Space. Supermarket Nearby. ...",yaba,akoka yaba lagos,1300000.0,0,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,3.0,4.0,"Newly built pop finished 3 bedroom flat located close to pako bus stop in Akoka , yaba. Up flat 1.5m Down flat 1.3m ... Dry. New. All Room Ensuit. Pop Ceiling. Restaurants Nearby. Drainage System. Security. Street Lights. Security Doors. Big Compound. Parking Space. Supermarket Nearby. ...",yaba,akoka yaba lagos,1500000.0,1,0,1,0,yaba3,1300000.0,1800000.0,30,1800000.0,2
3,1.0,1.0,For commercial rent or lease coworking space ... Cheap. Furnished. Dry. Renovated. Mosques Nearby. Security. Supermarket Nearby. Front Desk Service. Restaurants Nearby. Street Lights. Parking Space. ...,yaba,herbert macaulay way sabo yaba lagos,1000000.0,0,0,0,1,yaba3,1300000.0,1800000.0,30,1800000.0,1
2,3.0,3.0,"2 Bedroom Flat Ensuite Lovely and Newly Build Close to Costain and has easy access to the Island It comes with Kitchen Cabinets, Water, Security guards and has easy access to Island. Rent: 800,000 p.a 1year rent ... Cheap. New. All Room Ensuit. Security. Street Lights. Restaurants Nearby. Parking Space. Supermarket Nearby. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...",yaba,close to costain ebute metta yaba lagos,800000.0,0,0,1,0,yaba2,800000.0,1000000.0,22,1000000.0,1
3,2.0,2.0,"Newly renovated apartment, just like new, for N200,000 Generator house Fence & Gate with security wire Painted apartment Stamped flooring Posted on 10th of April, 2020 Call [redacted] WhatsApp. [redacted] ... Renovated. Security. Mosques Nearby. Parking Space. Big Compound. Church Nearby. Supermarket Nearby. ...",ikorodu,"offin, igbogbo igbogbo ikorodu lagos",200000.0,0,0,1,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
2,2.0,2.0,2 bedroom in a block of flats for rent ... New. Dry. Church Nearby. Mosques Nearby. ...,ikorodu,46 adeshina street ikorodu road(ilupeju) ilupeju lagos,750000.0,1,0,1,1,ikorodu2,250000.0,360000.0,4,360000.0,1
2,2.0,2.0,2 bedroom flat with a big compound ... New. Dry. Security. Church Nearby. Mosques Nearby. ...,ikorodu,"apostle capi crescent,by assemblies of god,opposite sat hotel,imota/igbokuta road,gberigbe. ikorodu lagos",360000.0,1,0,1,0,ikorodu2,250000.0,360000.0,4,360000.0,1
3,3.0,3.0,3 bedroom Shared Apartment Flat / Apartment for rent Teachers Quarters Igbogbo Ikorodu Lagos ... New. Big Compound. All Room Ensuit. Pop Ceiling. Restaurants Nearby. ...,ikorodu,teachers quarters igbogbo ikorodu lagos,350000.0,1,0,1,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
2,2.0,2.0,2 bedroom for rent with a very ample parking space and well finished ... New. Dry. Security. Church Nearby. Big Compound. Mosques Nearby. Parking Space. Supermarket Nearby. Restaurants Nearby. ...,ikorodu,"apostle capi crescent,igbokuta/imota road by wanalak hotel,gberigbe ikorodu ikorodu lagos",360000.0,1,0,1,0,ikorodu2,250000.0,360000.0,4,360000.0,1
2,2.0,2.0,2 bedroom flat with ample parking space ... New. Dry. Security. Church Nearby. Mosques Nearby. ...,ikorodu,"apostle capi,crescent by sat hotel imota/igbokuta road gberigbe ikorodu lagos",360000.0,1,0,1,0,ikorodu2,250000.0,360000.0,4,360000.0,1
3,3.0,3.0,A decent 3 bedroom flat available for rent in Ikorodu The house is located in a clean and secured environment. Its also very close to the main road. ... ...,ikorodu,ikorodu lagos,500000.0,1,0,0,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
3,4.0,4.0,This property is built in a serene environment with comfort living. ... New. Furnished. Cheap. All Room Ensuit. Pop Ceiling. Parking Space. ...,ikorodu,harmony ebute ikorodu lagos,300000.0,0,0,1,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
1,1.0,2.0,Newly built mini flat apartment at ikorodu Lagos state ... New. Furnished. Cheap. Water Treatment. 24 Hours Electricity. Security Doors. Fast Internet. Parking Space. Supermarket Nearby. Children Play Ground. Security. Big Compound. Street Lights. ...,ikorodu,isawo isawo ikorodu lagos,250.0,0,0,1,0,ikorodu1,120000.0,150000.0,2,150000.0,1
3,3.0,4.0,Newly built 3 bedroom flat apartment all ensuit at ikorodu ... New. Dry. Furnished. Cheap. Water Treatment. 24 Hours Electricity. All Room Ensuit. Restaurants Nearby. Fast Internet. Supermarket Nearby. Children Play Ground. Security. Big Compound. ...,ikorodu,isawo isawo ikorodu lagos,350.0,0,0,1,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
2,2.0,3.0,Newly built 3 bedroom flat apartment all ensuit at ikorodu ... New. Dry. Furnished. Cheap. Water Treatment. 24 Hours Electricity. All Room Ensuit. Children Play Ground. Security. Big Compound. Street Lights. ...,ikorodu,isawo isawo ikorodu lagos,300.0,0,0,1,0,ikorodu2,250000.0,360000.0,4,360000.0,1
3,4.0,4.0,This is luxury with affordable price. Contact us now for this offer ... Furnished. New. Cheap. 24 Hours Security. Big Compound. All Room Ensuit. Pop Ceiling. Fast Internet. ...,ikorodu,"26, harmony ebute ikorodu lagos",300000.0,0,0,1,0,ikorodu3,300000.0,520000.0000000003,9,520000.0000000003,1
